id,address,bedroom_nums,bathroom_nums,car_spaces,land_size,price
3133,"77 Arcadia Street, Arcadia Vale",3,1,1,570m²,"$690,000"
3134,"178 Yamba Road, Yamba",1,1,1,564.2m²,"$575,000"
3135,"6A Amber Close, Kelso",3,2,1,425m²,"$555,000"
3136,"4 Larson Street, West Bathurst",3,1,1,599m²,"$549,000"
3137,"9 Little Keen Street, Lismore",2,1,1,473.1m²,"$290,000"
3138,"7 Walker Street, Putney",5,3,2,461m²,"$2,810,000"
3139,"30 Craigholm Street, Sylvania",5,3,4,569.1m²,"$2,600,000"
3140,"50 Gale Street, Concord",3,2,1,486.9m²,"$2,470,000"
3141,"2 Arrowfield Avenue, Burwood",3,1,2,423.7m²,"$2,315,000"
3142,"7 Bandain Avenue, Kareela",5,4,2,562m²,"$2,200,000"
3143,"1 Cram Street, Merewether",3,2,3,545m²,"$2,100,000"
3144,"8 Heywood Glen, Stanhope Gardens",5,2,2,500.3m²,"$1,860,000"
3145,"30 Ploughmans Boulevard, North Richmond",5,3,2,589m²,"$1,750,000"
3146,"46 Jonagold Terrace, Gables",4,3,2,450m²,"$1,720,000"
3147,"132 Riverbank Drive, The Ponds",4,2,2,461.6m²,"$1,710,000"
3148,"19 Fairfax Street, The Ponds",4,2,2,405m²,"$1,626,000"
3149,"4 Sterlini Close, Blacktown",6,4,2,507m²,"$1,605,000"
3150,"10 Flora Street, Roselands",4,2,2,600m²,"$1,550,000"
3151,"26 Cambridge Street, Berala",3,2,3,531m²,"$1,458,400"
3152,"16 Casuarina Place, Acacia Gardens",4,2,2,499m²,"$1,450,000"
3153,"6 Bargan Parade, Crangan Bay",4,3,4,574m²,"$1,350,000"
3154,"189 Cumberland Road, Greystanes",3,1,3,542m²,"$1,300,000"
3155,"316 Auburn Road, Yagoona",4,1,3,486.9m²,"$1,290,000"
3156,"30 Astley Road, Catherine Field",4,2,2,458m²,"$1,250,000"
3157,"42 Chadwick Crescent, Fairfield West",3,1,3,559m²,"$1,250,000"
3158,"24 Beaufort Road, Blacktown",3,2,1,556m²,"$1,220,000"
3159,"14 Bartlett Street, Oran Park",4,2,2,450m²,"$1,220,000"
3160,"3 & 3a Lynwood Avenue, Doonside",5,2,2,594.4m²,"$1,180,000"
3161,"28 Ocean Street, Windang",3,1,2,567m²,"$1,113,000"
3162,"11 Haven Street, Plumpton",3,1,1,553m²,"$1,100,000"
3163,"29 St Stephen Road, Blair Athol",5,2,2,563m²,"$1,076,000"
3164,"14 Moomin Street, Lalor Park",3,1,3,556.4m²,"$1,070,088"
3165,"42 Montgomery Circuit, Narellan Vale",4,2,2,501m²,"$1,065,000"
3166,"19 Currawong Close, Coffs Harbour",4,2,2,564m²,"$1,040,000"
3167,"7 Eastwood Avenue, Hamlyn Terrace",4,2,2,450m²,"$1,020,000"
3168,"34 Hampshire Boulevard, Spring Farm",4,2,2,426m²,"$980,000"
3169,"12 Peninsular Drive, Gwandalan",4,2,2,496.6m²,"$956,000"
3170,"40a Sandgate Road, Wallsend",4,2,2,467m²,"$910,000"
3171,"40 Hunter Street, McGraths Hill",5,2,2,550m²,"$900,000"
3172,"6 Samuel Street, Bligh Park",4,1,2,491m²,"$880,000"
3173,"9 First Avenue, North Lambton",3,1,1,550.1m²,"$875,000"
3174,"89 Denise Street, Lake Heights",3,1,3,569m²,"$820,000"
3175,"13 Wilson Place, Bonnells Bay",3,1,1,558m²,"$773,000"
3176,"406 Sandgate Road, Shortland",3,1,1,512.2m²,"$676,222"
3177,"16a Rosella Avenue, Tamworth",4,2,2,471m²,"$667,000"
3178,"5 McArthur Street, Telarah",3,1,2,556.4m²,"$650,000"
3179,"7 Galbraith Avenue, Toronto",2,1,2,562m²,"$640,000"
3180,"42A Margaret Street, Cessnock",3,1,2,452.8m²,"$600,000"
3181,"172 Barney Street, Armidale",3,1,2,556m²,"$575,000"
3182,"32 Clarice Street, East Lismore",4,2,1,534m²,"$510,000"
3183,"2B Gasnier Place, Dubbo",2,1,1,95m²,"$442,000"
3184,"8 Day Street, The Rock",4,1,5,564m²,"$312,000"
3185,"1 Summit Close, Marsfield",7,4,4,575m²,"$3,338,000"
3186,"11A Mulyan Avenue, Carlingford",5,4,2,491m²,"$2,550,000"
3187,"11 Casino Street, Glenwood",5,3,2,564m²,"$2,310,000"
3188,"29 Matilda Grove, Beaumont Hills",4,2,2,523m²,"$2,070,000"
3189,"90 Barry Road, North Kellyville",5,3,2,409m²,"$2,020,000"
3190,"14 Willowtree Avenue, Glenwood",4,3,2,550m²,"$1,831,000"
3191,"8 Essex Street, Blacktown",5,3,2,499.5m²,"$1,611,000"
3192,"55 Kurrajong Crescent, Blacktown",4,1,1,556m²,"$1,220,000"
3193,"15 Lantern Street, Menangle Park",4,2,2,420m²,"$1,163,800"
3194,"16 Karuah Street, Doonside",4,2,2,450m²,"$1,095,000"
3195,"84 Riverstone Parade, Riverstone",5,2,2,542.1m²,"$1,037,000"
3196,"66 Stockholm Avenue, Hassall Grove",4,1,2,550m²,"$970,000"
3197,"19 Barnard Crescent, Oakhurst",3,1,1,589m²,"$920,000"
3198,"1 Checkley Street, Abbotsford",3,1,2,524m²,"$4,760,000"
3199,"3 Regan Street, Hurstville",6,5,2,550m²,"$3,888,000"
3200,"2 Pitt Street, Hunters Hill",4,2,2,526.9m²,"$3,510,000"
3201,"93 Eastview Avenue, North Ryde",5,2,2,543.8m²,"$3,280,000"
3202,"43 Edgbaston Road, Beverly Hills",7,4,2,474m²,"$2,820,000"
3203,"3 Newcombe Street, Sans Souci",4,2,4,588.1m²,"$2,600,000"
3204,"68 Arthur Street, Carlton",4,2,1,556.4m²,"$2,316,000"
3205,"96 Angle Road, Grays Point",3,3,2,556.4m²,"$2,265,000"
3206,"9 Carysfort Street, Hurstville",3,2,3,455m²,"$2,120,000"
3207,"24 Weston Avenue, Narwee",5,3,3,594.4m²,"$2,025,000"
3208,"9 Comet Circuit, Beaumont Hills",4,2,2,450m²,"$2,000,000"
3209,"53 Harslett Crescent, Beverley Park",4,3,2,512m²,"$1,970,000"
3210,"81 Undercliffe Road, Earlwood",2,1,2,423.7m²,"$1,955,000"
3211,"29 Jerome Avenue, Winston Hills",3,2,3,558m²,"$1,904,000"
3212,"7 Botanical Drive, Kellyville",4,2,2,500m²,"$1,830,000"
3213,"61 Dudley Street, Punchbowl",7,4,2,453.81m²,"$1,777,000"
3214,"31 Links Avenue, Milperra",5,3,2,563m²,"$1,756,000"
3215,"29 Jubilee Avenue, Carlton",3,1,4,493m²,"$1,710,000"
3216,"29 Seymour Way, Kellyville",3,2,2,560m²,"$1,710,000"
3217,"39 Sturt Avenue, Georges Hall",5,2,4,556.4m²,"$1,598,000"
3218,"10 Alpine Place, Carnes Hill",5,3,2,438.9m²,"$1,550,000"
3219,"60 Jindabyne Crescent, Peakhurst Heights",4,2,2,556m²,"$1,535,000"
3220,"108 Maddecks Avenue, Moorebank",4,2,2,465m²,"$1,531,000"
3221,"2 Marin Place, Merrylands",3,1,,556.4m²,"$1,530,000"
3222,"43 Ferrier Road, Yagoona",5,2,1,537.5m²,"$1,516,000"
3223,"55 McCrossin Avenue, Birrong",3,1,5,556.4m²,"$1,510,000"
3224,"14 Thane Street, Wentworthville",3,1,2,556.4m²,"$1,471,000"
3225,"18 Scarlet Street, Quakers Hill",4,2,2,504m²,"$1,468,000"
3226,"31 Merrylands Road, Merrylands",6,2,4,418m²,"$1,461,000"
3227,"41 Scylla Road, Oyster Bay",2,2,1,562.8m²,"$1,414,000"
3228,"27 Nemesia Street, Greystanes",3,2,1,556m²,"$1,400,000"
3229,"13 Witchhazel Place, Casula",5,2,4,551m²,"$1,400,000"
3230,"64 Webber Loop, Oran Park",4,3,4,502m²,"$1,388,000"
3231,"65 Courtney Road, Padstow",3,2,2,452m²,"$1,335,000"
3232,"34 Endeavour Road, Georges Hall",5,2,1,461.6m²,"$1,333,000"
3233,"57 & 57A Guernsey Street, Busby",6,2,4,583m²,"$1,300,000"
3234,"22 Cumberland Avenue, Georges Hall",4,1,5,556.4m²,"$1,260,000"
3235,"8 Bencubbin Street, Sadleir",6,2,1,588.1m²,"$1,213,000"
3236,"44 Bryson Street, Toongabbie",3,1,1,594.4m²,"$1,160,250"
3237,"1 Elanora Drive, Lake Cathie",3,2,2,575m²,"$1,120,000"
3238,"316 Smithfield Road, Fairfield West",3,1,1,556.4m²,"$980,000"
3239,"11 Mornington Circuit, Gwandalan",4,2,2,540m²,"$975,000"
3240,"121 Pitt Street, Merrylands",3,1,1,514.94m²,"$965,000"
3241,"16 Amos Place, Marayong",3,1,1,567m²,"$940,000"
3242,"41 Karuah Street, Doonside",4,1,3,565.6m²,"$932,000"
3243,"16 Tidswell Street, St Marys",3,1,,600m²,"$885,000"
3244,"1 Wallabah Way, Koonawarra",3,1,2,551m²,"$815,000"
3245,"4 Nirringa Road, Summerland Point",3,1,1,526m²,"$615,000"
3246,"243 Thomas Street, Broken Hill",2,1,5,505m²,"$226,000"
3247,"3 Mundarrah Street, Clovelly",5,3,1,486m²,"$8,750,000"
3248,"164 Rainbow Street, Randwick",5,2,2,525m²,"$4,390,000"
3249,"5 Davidson Avenue, Concord",6,3,3,537.9m²,"$4,100,000"
3250,"114 Woronora Crescent, Como",4,3,2,556m²,"$2,825,000"
3251,"1163 Anzac Parade, Matraville",4,2,2,538m²,"$2,615,000"
3252,"8 Rhonda Street, Revesby",5,4,4,429m²,"$2,535,000"
3253,"2 Salerwong Place, Ryde",5,1,6,575m²,"$2,300,000"
3254,"2 Cottonwood Lane, Casuarina",4,2,2,503m²,"$2,020,000"
3255,"81A Waitara Parade, Hurstville Grove",4,2,3,506m²,"$1,950,000"
3256,"22 Moorefield Avenue, Kogarah",3,1,2,461.6m²,"$1,880,000"
3257,"48 Sunningdale Drive, Colebee",5,3,2,466m²,"$1,805,000"
3258,"9 Cleal Street, Ermington",3,2,4,564m²,"$1,775,000"
3259,"46 Greenview Parade, The Ponds",5,3,2,480m²,"$1,750,000"
3260,"13 Avon Close, Terrigal",5,2,2,588m²,"$1,650,000"
3261,"77 Doncaster Avenue, Claremont Meadows",5,3,2,550m²,"$1,607,000"
3262,"4 Federal Street, Minnamurra",4,3,3,574m²,"$1,580,000"
3263,"74 Henderson Rd, Saratoga",4,3,2,591m²,"$1,550,000"
3264,"18 Bloomfield Street, Marsden Park",5,3,2,421m²,"$1,520,000"
3265,"6 Eastbourne Avenue, Bellambi",4,2,4,600m²,"$1,450,000"
3266,"4 Caves Beach Road, Caves Beach",4,2,2,511m²,"$1,400,000"
3267,"24 Fullerton Street, Stockton",5,2,2,431m²,"$1,350,000"
3268,"6 Jewell Close, Hammondville",3,2,2,585.4m²,"$1,350,000"
3269,"16 Riberry Street, Gregory Hills",4,2,2,450m²,"$1,300,000"
3270,"17 Hopetoun Street, Forresters Beach",4,2,5,531m²,"$1,280,000"
3271,"32 Salisbury Drive, Terrigal",4,1,2,558m²,"$1,250,000"
3272,"3 Laurel Place, Tweed Heads West",3,2,2,595m²,"$1,200,000"
3273,"80 Koloona Avenue, Figtree",4,2,4,575.4m²,"$1,200,000"
3274,"26 Koorabel Avenue, West Wollongong",4,1,2,556m²,"$1,177,000"
3275,"45 Munmorah Circuit, Flinders",4,2,2,451m²,"$1,170,000"
3276,"9 Elebana Street, Colyton",6,2,1,556m²,"$1,155,000"
3277,"192 Park Road, Auburn",4,2,2,485m²,"$1,150,000"
3278,"11 Thurston Street, Boolaroo",4,2,2,503m²,"$1,138,000"
3279,"9 Roebuck Road, Werrington",4,2,2,597m²,"$1,130,000"
3280,"19 Myuna Street, Dalmeny",3,1,1,556m²,"$1,125,000"
3281,"10 Lockheed Hudson Drive, Horsley",4,2,2,442m²,"$1,110,000"
3282,"19 Myall Street, Doonside",4,2,4,556m²,"$1,100,000"
3283,"67 Arnott Road, Marayong",3,1,1,557m²,"$1,100,000"
3284,"21 Bristlebird Drive, Calderwood",4,2,2,405m²,"$1,020,000"
3285,"24 Wilga Road, Hamlyn Terrace",4,2,2,,"$950,000"
3286,"11 Finch Place, Bateau Bay",3,2,1,554m²,"$935,000"
3287,"140 Balemo Drive, Ocean Shores",3,1,1,451m²,"$925,000"
3288,"3 Allen Place, Minto",3,1,2,568.4m²,"$925,000"
3289,"Address available on request, Cranebrook",3,1,3,527m²,"$901,000"
3290,"7 Max Street, Elermore Vale",3,1,2,575m²,"$900,000"
3291,"89 Dragonfly Drive, Chisholm",4,2,2,560m²,"$900,000"
3292,"114 Blackman Parade, Unanderra",3,1,3,556m²,"$900,000"
3293,"9 Sacramento Avenue, Macquarie Hills",3,1,2,556.4m²,"$883,388"
3294,"212 Ocean Beach Road, Woy Woy",3,1,,543m²,"$870,000"
3295,"54 Conmurra Circuit, Shortland",3,1,1,461m²,"$815,000"
3296,"105 Connaught Road, Blackheath",3,1,1,556.4m²,"$800,000"
3297,"Address available on request, Thornton",3,2,2,480m²,"$800,000"
3298,"25 Thornbury Avenue, Unanderra",3,1,,562m²,"$800,000"
3299,"56 Phillip Drive, South West Rocks",3,2,2,467.7m²,"$740,000"
3300,"106 Mount Hall Road, Raymond Terrace",3,1,1,590m²,"$685,000"
3301,"7 Sunbird Drive, Nambucca Heads",3,1,2,493m²,"$650,000"
3302,"376 Lake Albert Road, Kooringal",3,1,,575.4m²,"$497,900"
3303,"16 Queen Street, Muswellbrook",3,2,1,578m²,"$485,000"
3304,"50 Gilmore Avenue, Mount Austin",5,2,1,575.4m²,"$475,000"
3305,"6 Wattle Way, West Albury",2,1,2,406m²,"$415,000"
3306,"23 Scarborough Street, Monterey",3,1,1,458m²,"$2,521,000"
3307,"58 Ocean Street, Kogarah",4,2,1,445.9m²,"$2,060,000"
3308,"44 Marcella Street, Kingsgrove",4,3,3,430m²,"$1,800,000"
3309,"1 Alderney St, Beaumont Hills",4,2,2,435m²,"$1,750,000"
3310,"128 Forest Road, Arncliffe",4,2,1,487m²,"$1,570,000"
3311,"13 Ellam Drive, Seven Hills",5,2,2,556.4m²,"$1,500,000"
3312,"39 Balmoral Street, Balgownie",4,3,2,565.8m²,"$1,470,000"
3313,"11 Campbell Street, Bangalow",4,2,2,417m²,"$1,470,000"
3314,"20 Anglers Drive, Bateau Bay",5,3,4,563m²,"$1,400,000"
3315,"33 Ironbark Avenue, Sandy Beach",4,2,2,581m²,"$1,380,000"
3316,"47 Honeybee Crescent, Calderwood",5,3,2,450m²,"$1,350,000"
3317,"98 Chepana Street, Lake Cathie",3,2,2,546m²,"$1,275,000"
3318,"21 Saddleback Crescent, Stream Hill",4,2,2,487m²,"$1,230,000"
3319,"22 Cosgrove Avenue, Flinders",4,2,2,574m²,"$1,210,000"
3320,"19 Wattle Road, Casula",3,2,4,492.6m²,"$1,200,000"
3321,"21 William St, Bellingen",3,2,1,404m²,"$1,200,000"
3322,"2 Gleeson Avenue, Forster",3,3,2,535m²,"$1,175,000"
3323,"25 Chaucer Street, Wetherill Park",3,1,1,553m²,"$1,160,000"
3324,"33 Andrew Road, Valentine",4,2,4,562.8m²,"$1,155,000"
3325,"14 Cottesloe Circuit, Red Head",4,2,2,518.9m²,"$1,150,000"
3326,"3 The Walk, Murrays Beach",4,3,2,433m²,"$1,145,000"
3327,"7 Carlson Avenue, Wyoming",4,2,2,501m²,"$1,107,000"
3328,"5 Docker Street, Marks Point",4,2,2,438m²,"$1,070,000"
3329,"20 Windsorgreen Drive, Wyong",4,2,2,424m²,"$1,035,000"
3330,"32 Settlers Boulevard, Chisholm",4,2,3,527m²,"$1,035,000"
3331,"26 Watkin Avenue, Woy Woy",4,1,3,543.8m²,"$1,020,000"
3332,"46 Sirius Circuit, Narellan",3,2,2,568m²,"$1,020,000"
3333,"4 Tesoriero Tce, Tumbi Umbi",3,2,2,512.3m²,"$970,000"
3334,"11 Uralla Street, Fern Bay",4,2,2,574m²,"$950,000"
3335,"4 Sunshine Avenue, Penrith",4,1,2,556.4m²,"$945,000"
3336,"28 Sandpiper Terrace, Plumpton",3,1,1,450m²,"$935,000"
3337,"16 Seymour Street, Laurieton",4,2,2,401.8m²,"$920,000"
3338,"79 Koloona Drive, Emu Plains",6,2,2,560m²,"$915,000"
3339,"8 Hettian Vista, North Rothbury",4,2,2,556.7m²,"$900,000"
3340,"35 Karloo Road, Umina Beach",3,2,1,588m²,"$900,000"
3341,"7 Galleon Street, Hamlyn Terrace",3,2,2,462m²,"$891,000"
3342,"12 De Guerry Avenue, Rankin Park",3,1,1,464m²,"$865,000"
3343,"97 Ellsworth Drive, Tregear",3,1,2,592m²,"$850,000"
3344,"1-4/10 Barina Avenue, Lake Heights",4,4,4,575m²,"$815,000"
3345,"8 Gullane Close, Heddon Greta",4,2,2,544.1m²,"$810,000"
3346,"12 Figtree Street, Albion Park Rail",3,1,2,569m²,"$800,000"
3347,"23 Tenth Avenue, Budgewoi",2,1,2,550.1m²,"$790,000"
3348,"3b Cristina Avenue, Niagara Park",3,1,1,565m²,"$782,500"
3349,"7 Malian Street, Cliftleigh",4,2,2,468.4m²,"$776,000"
3350,"39 Balangara Way, Bellbird",4,2,2,567m²,"$775,000"
3351,"11 Northview Circuit, Medowie",4,2,2,600m²,"$770,000"
3352,"11 Cara Street, Killarney Vale",3,1,2,512m²,"$765,000"
3353,"23 River Road, Lake Tabourie",2,2,2,556m²,"$675,000"
3354,"18 Griffin Avenue, North Tamworth",3,1,2,561m²,"$525,000"
3355,"26 Leycester Street, Lismore",3,1,,531m²,"$469,000"
3356,"74a Lentara Street, Fingal Bay",4,2,2,445m²,"$2,500,000"
3357,"35 Gardiner Avenue, Banksia",4,1,5,448m²,"$1,715,000"
3358,"24A Bogalara Road, Old Toongabbie",7,4,1,488.2m²,"$1,700,000"
3359,"82 Corinth Road, Heathcote",3,2,2,587m²,"$1,700,000"
3360,"5 Tranquil Close, Green Point",5,3,2,557m²,"$1,630,000"
3361,"1 Rochester Terrace, Caddens",4,3,6,464m²,"$1,575,000"
3362,"3 Warung Street, Yagoona",5,3,3,556.4m²,"$1,510,000"
3363,"2 Booroola Road, Gables",4,2,2,489.5m²,"$1,470,000"
3364,"1 Charm Place, Peakhurst",3,2,4,556m²,"$1,467,000"
3365,"169 Cooriengah Heights Road, Engadine",3,1,1,581m²,"$1,440,000"
3366,"78 Canal Road, Greystanes",5,3,2,423.8m²,"$1,430,000"
3367,"2/63 Gardenia Avenue, Bankstown",4,3,5,440m²,"$1,340,000"
3368,"49 Sunningdale Drive, Glenmore Park",4,2,2,557m²,"$1,315,000"
3369,"32 Martin Street, Roselands",4,2,1,513.6m²,"$1,305,000"
3370,"28 Blain Road & 12 Bilson Road, Spring Farm",6,3,2,531m²,"$1,280,000"
3371,"33 Kentucky Road, Riverwood",3,1,1,581.7m²,"$1,235,000"
3372,"34 Yoogali Street, Merrylands",3,1,2,581.7m²,"$1,201,888"
3373,"40 Tulloch Street, Blacktown",4,2,2,556m²,"$1,200,000"
3374,"8 Abbey Street, Kembla Grange",4,2,2,465m²,"$1,195,000"
3375,"62 Lucretia Road, Seven Hills",3,1,2,575.4m²,"$1,150,000"
3376,"6 Jirramba Court, Glenmore Park",4,2,2,420m²,"$1,125,000"
3377,"28 Tillford Grove, Rooty Hill",4,2,2,551.2m²,"$1,110,000"
3378,"53 Floresta Crescent, Cameron Park",4,2,2,547m²,"$985,000"
3379,"51 Northcott Road, Lalor Park",3,1,1,588m²,"$980,000"
3380,"176 Trafalgar Avenue, Umina Beach",3,2,1,518.5m²,"$910,000"
3381,"14 Hillgrove Street, Medowie",4,2,2,511.5m²,"$900,000"
3382,"13 Cambewarra Street, Ruse",3,1,2,558m²,"$890,000"
3383,"1 Odette Avenue, Gorokan",4,2,2,524.8m²,"$870,000"
3384,"4 Celestial Drive, Morisset Park",3,2,2,450m²,"$865,000"
3385,"16 Scott Street, Thrumster",4,2,2,527m²,"$850,000"
3386,"19 Cirrus Street, Dapto",3,1,2,575m²,"$816,000"
3387,"32 Fourth Avenue, Toukley",3,1,2,495m²,"$770,000"
3388,"3 Sardonyx Avenue, Hobartville",3,1,3,556m²,"$720,000"
3389,"1/50 Hall Drive, Murwillumbah",2,1,1,450m²,"$707,500"
3390,"51 Burnett Street, Cessnock",3,2,1,589m²,"$680,000"
3391,"20 Lone Pine Avenue, Corowa",3,2,2,506m²,"$650,000"
3392,"19 Morton Parade, Nowra",6,2,4,506m²,"$647,500"
3393,"54 Riverview Avenue, West Ballina",2,1,1,417m²,"$580,000"
3394,"248 William Street, Bathurst",3,2,2,467m²,"$470,000"
3395,"21 Drummond Road, Tamworth",2,1,2,582m²,"$365,000"
3396,"29 Fern Street, Clovelly",3,2,2,411m²,"$4,650,000"
3397,"15 Amaroo Avenue, Strathfield",5,5,2,575m²,"$4,235,000"
3398,"9 Junction Road (Tallawong), Schofields",5,4,2,500m²,"$2,005,000"
3399,"46 Haig Avenue, Georges Hall",6,4,5,588m²,"$1,825,000"
3400,"15 Alamein Rd, Revesby Heights",3,1,2,562m²,"$1,600,000"
3401,"27 Virginius Street, Padstow",2,1,2,556m²,"$1,300,000"
3402,"15 Westview Street, Campbelltown",4,3,2,438m²,"$1,225,000"
3403,"105 Diggers Drive, Tanilba Bay",6,3,4,595m²,"$1,150,000"
3404,"30 Brook Street, Gerringong",3,2,1,560m²,"$1,100,000"
3405,"45 James Street, Seven Hills",3,1,2,594m²,"$1,053,500"
3406,"48 Coonawarra Court, Yamba",3,1,1,558.1m²,"$985,000"
3407,"3 Hughes Avenue, Hobartville",3,2,4,556m²,"$970,000"
3408,"59 Explorers Way, St Clair",3,1,3,464.9m²,"$960,000"
3409,"5A Platt Street, Wallsend",4,2,2,569m²,"$960,000"
3410,"14 Claypole Street, Ambarvale",3,2,3,595m²,"$955,000"
3411,"60 Hyatts Road, Oakhurst",3,1,4,532m²,"$952,000"
3412,"42 Parry Parade, Wyong",4,2,2,569m²,"$930,000"
3413,"1/131 Cherry Street, Ballina",3,2,4,425m²,"$902,000"
3414,"59A Gibbes Street, Regentville",3,1,3,556.4m²,"$900,000"
3415,"78 Nineteenth Street, Warragamba",3,2,4,505.9m²,"$885,000"
3416,"3 Government Road, Tumbulgum",4,2,3,428m²,"$850,000"
3417,"8 Pitch Street, Rutherford",4,2,2,518m²,"$833,000"
3418,"142 Charlestown Road, Kotara",3,1,4,575m²,"$800,000"
3419,"23 Rosemount Drive, Raymond Terrace",4,1,3,571m²,"$680,000"
3420,"86 Cupro Street, Lithgow",3,1,2,486m²,"$500,000"
3421,"8a McPherson Street, Wingham",3,1,1,592m²,"$485,000"
3422,"10a Marine Parade, Fingal Head",4,3,6,505m²,"$5,300,000"
3423,"17 Boab Place, Casula",4,2,2,515m²,"$1,330,000"
3424,"2 Bivouac Street, Jordan Springs",6,3,2,458m²,"$1,310,000"
3425,"111 Sawsedge Avenue, Denham Court",4,2,2,449.5m²,"$1,285,000"
3426,"16 Fantail Crescent, Cooranbong",4,2,2,503m²,"$955,000"
3427,"9 Moylan Vista, North Rothbury",4,2,2,476m²,"$770,000"
3428,"7 Osman Street, Blayney",3,1,2,454m²,"$620,000"
3429,"29 Henley Marine Drive, Five Dock",4,2,2,404.4m²,"$3,220,000"
3430,"11 Moses Way, Winston Hills",5,5,2,550.4m²,"$2,950,000"
3431,"74 Beechwood Avenue, Greystanes",5,5,2,561.7m²,"$2,790,000"
3432,"86 Boundary Street, Roseville",4,2,3,581.7m²,"$2,780,000"
3433,"39 Conrad Street, North Ryde",3,2,1,588.1m²,"$2,440,000"
3434,"12 Richard Crescent, Bardwell Park",5,2,2,446m²,"$2,410,000"
3435,"5 Harris Street, Warriewood",4,2,2,600m²,"$2,350,000"
3436,"87 Waitara Parade, Hurstville Grove",4,2,6,600m²,"$2,250,000"
3437,"19 Flora Street, Beverly Hills",5,2,2,525m²,"$2,011,000"
3438,"4 Anderson Avenue, Dundas",6,2,2,550m²,"$1,900,000"
3439,"5 Wye Close, Woronora",4,2,2,546.6m²,"$1,690,000"
3440,"344 Peats Ferry Road, Hornsby",3,2,2,459.4m²,"$1,650,000"
3441,"38 McPherson Street, Carlton",3,1,1,522m²,"$1,640,000"
3442,"1 & 1A Junee Place, Bossley Park",6,3,3,562m²,"$1,575,000"
3443,"2 Roylston Street, Fairfield West",5,2,6,556.4m²,"$1,550,000"
3444,"90 Lambeth Street, Panania",4,3,3,490m²,"$1,550,000"
3445,"4 Mannix Place, Quakers Hill",4,2,4,600m²,"$1,500,000"
3446,"1 & 1A Lavender Place, Lalor Park",6,3,2,453.7m²,"$1,420,000"
3447,"12 Carrington Street, Revesby",3,2,1,594.4m²,"$1,385,000"
3448,"45 Taubman Drive, Horningsea Park",4,2,2,476.4m²,"$1,351,000"
3449,"22 Guide Street, Leppington",5,2,2,405m²,"$1,335,000"
3450,"92 Bluff Road, Emerald Beach",4,2,2,567m²,"$1,325,000"
3451,"31 Morella Avenue, Sefton",3,1,2,562.8m²,"$1,309,000"
3452,"19 George Street, Tighes Hill",3,1,1,465m²,"$1,275,000"
3453,"74 Breakfast Road, Marayong",4,1,1,557.4m²,"$1,247,500"
3454,"25 Tantangara Street, Heckenberg",4,1,4,591m²,"$1,245,000"
3455,"5 Ash Place, Narellan Vale",4,2,2,600m²,"$1,220,000"
3456,"12 Gunn Way, Elderslie",4,2,2,503m²,"$1,215,000"
3457,"11 Beszant Street, Merrylands",2,1,1,486.9m²,"$1,200,000"
3458,"26 Hitter Avenue, Bass Hill",3,1,3,569m²,"$1,180,000"
3459,"9 Defoe Place, Wetherill Park",3,1,2,554m²,"$1,172,000"
3460,"17 Eaglehawk Street, Heckenberg",3,1,2,562m²,"$1,110,000"
3461,"8 Horton Street, Mount Pritchard",3,2,2,556.4m²,"$1,100,000"
3462,"12 Cabrera Street, Thirlmere",4,2,2,451m²,"$985,000"
3463,"27 Melanie Street, Hassall Grove",3,1,1,506m²,"$910,000"
3464,"1 Georgetown Road, Georgetown",3,1,1,518.5m²,"$906,000"
3465,"7 Yarrabee Close, Charlestown",3,1,2,581m²,"$900,000"
3466,"13 Seventh Street, North Lambton",2,1,,493m²,"$851,000"
3467,"10 Dawson Street, Naremburn",4,1,1,557m²,"$3,400,000"
3468,"117 Kemp Street, Hamilton South",4,2,2,558m²,"$3,340,000"
3469,"99 Prospect Road, Summer Hill",4,2,1,581.74m²,"$3,200,000"
3470,"62 Dalmar Street, Croydon",4,2,2,556.4m²,"$2,700,000"
3471,"9 Rawson Street, Coledale",4,2,2,405m²,"$2,600,000"
3472,"16 Forest Glen, Cherrybrook",4,2,2,510m²,"$2,200,000"
3473,"62 Ravensbourne Circuit, Dural",5,2,2,505m²,"$2,020,000"
3474,"44 Horizon Circuit, Moorebank",5,3,2,480m²,"$2,000,000"
3475,"8 Gould Place, Parramatta",3,3,2,467.9m²,"$1,950,000"
3476,"18 Waterfall Boulevard, The Ponds",4,2,2,544m²,"$1,895,000"
3477,"34 Kingsway, Kingsgrove",5,2,2,529m²,"$1,855,000"
3478,"19 Sugar Glider Drive, Cattai",4,2,2,520m²,"$1,800,000"
3479,"6/51 Robinia Drive, Bowral",5,2,2,528m²,"$1,775,000"
3480,"32 Delamere Street, Canley Vale",3,2,4,581m²,"$1,760,000"
3481,"203 St James Road, New Lambton",5,2,3,411m²,"$1,675,000"
3482,"40 Currawong Street, Glenwood",5,2,2,525m²,"$1,650,000"
3483,"13 Ranleigh Circuit, Kellyville Ridge",4,2,2,406.6m²,"$1,640,000"
3484,"15 Brett Street, Revesby",3,1,3,543m²,"$1,600,000"
3485,"25 Austin Avenue, Beverly Hills",4,2,1,455m²,"$1,550,000"
3486,"4 & 4a Lumeah Street, Merrylands",5,2,,562.8m²,"$1,531,600"
3487,"9 Urana Way, Flinders",6,3,2,562m²,"$1,500,000"
